customer_id,age,gender,income_bracket,occupation,city_tier,join_date,churn_flag
1475,46,Female,Medium,Business,Tier 3,2022-10-09,No
1476,35,Female,Low,Business,Tier 1,2022-09-03,No
1477,48,Female,Medium,Unemployed,Tier 1,2022-10-19,No
1478,47,Male,Low,Business,Tier 2,2022-12-10,No
1479,56,Female,Low,Business,Tier 2,2025-02-15,No
1480,52,Female,Medium,Salaried,Tier 1,2025-01-20,No
1481,35,Female,Medium,Unemployed,Tier 3,2021-04-13,No
1482,59,Female,Low,Unemployed,Tier 3,2025-03-30,No
1483,56,Male,Low,Self-Employed,Tier 2,2021-01-22,No
1484,34,Female,Low,Unemployed,Tier 2,2022-12-21,No
1485,31,Female,Medium,Student,Tier 3,2023-09-28,No
1486,48,Female,Low,Salaried,Tier 2,2023-03-22,No
1487,41,Female,Medium,Self-Employed,Tier 3,2022-01-05,No
1488,52,Female,Medium,Student,Tier 1,2025-06-12,Yes
1489,61,Female,Medium,Business,Tier 2,2021-10-15,No
1490,62,Male,Low,Student,Tier 3,2020-02-10,No
1491,51,Female,Medium,Self-Employed,Tier 1,2024-02-18,Yes
1492,20,Male,High,Unemployed,Tier 1,2022-08-10,No
1493,54,Male,Low,Salaried,Tier 2,2024-08-28,No
1494,60,Female,Low,Self-Employed,Tier 3,2024-09-21,No
1495,57,Male,Medium,Student,Tier 1,2022-03-19,No
1496,43,Female,Low,Student,Tier 3,2024-04-29,No
1497,40,Male,Medium,Self-Employed,Tier 2,2024-10-09,No
1498,61,Female,High,Self-Employed,Tier 3,2021-01-16,Yes
1499,56,Male,Medium,Self-Employed,Tier 2,2020-04-05,No
1500,32,Male,Medium,Unemployed,Tier 2,2022-06-30,Yes
1501,21,Female,Medium,Self-Employed,Tier 3,2022-02-25,Yes
1502,46,Male,Low,Business,Tier 1,2020-10-19,Yes
1503,39,Male,Low,Salaried,Tier 3,2023-06-12,No
1504,42,Male,High,Salaried,Tier 1,2020-12-06,No
1505,30,Male,High,Business,Tier 1,2021-12-19,Yes
1506,35,Male,Medium,Student,Tier 2,2022-08-14,No
1507,50,Female,High,Student,Tier 1,2021-06-21,No
1508,33,Male,Low,Student,Tier 3,2023-10-05,No
1509,62,Male,Low,Student,Tier 3,2022-05-21,No
1510,59,Female,Low,Unemployed,Tier 1,2023-05-15,No
1511,61,Female,Low,Business,Tier 1,2022-08-17,No
1512,19,Female,High,Salaried,Tier 2,2024-02-23,No
1513,52,Male,High,Business,Tier 3,2021-01-15,No
1514,59,Male,High,Salaried,Tier 3,2023-03-10,Yes
1515,51,Male,Medium,Student,Tier 1,2022-05-08,No
1516,47,Male,Low,Unemployed,Tier 3,2021-08-21,No
1517,30,Female,Low,Self-Employed,Tier 1,2022-07-18,No
1518,30,Female,Low,Self-Employed,Tier 1,2025-03-29,No
1519,35,Male,Medium,Student,Tier 1,2024-06-21,No
1520,49,Male,Medium,Student,Tier 1,2022-11-12,No
1521,49,Male,High,Business,Tier 2,2022-01-31,No
1522,52,Male,High,Unemployed,Tier 2,2020-12-29,No
1523,56,Female,Low,Unemployed,Tier 3,2024-11-20,No
1524,63,Female,Low,Business,Tier 2,2023-03-17,Yes
1525,46,Male,Medium,Unemployed,Tier 1,2021-07-19,No
1526,46,Female,Low,Unemployed,Tier 2,2022-08-26,No
1527,61,Male,Medium,Self-Employed,Tier 1,2025-05-31,No
1528,33,Male,Medium,Unemployed,Tier 2,2022-04-06,Yes
1529,61,Female,Low,Student,Tier 1,2025-04-23,No
1530,64,Male,Medium,Self-Employed,Tier 1,2024-04-23,Yes
1531,27,Female,Medium,Student,Tier 1,2021-05-19,Yes
1532,47,Male,High,Student,Tier 3,2025-02-12,No
1533,42,Female,Low,Business,Tier 2,2020-08-05,No
1534,56,Male,High,Unemployed,Tier 3,2025-02-25,No
1535,37,Female,Medium,Unemployed,Tier 2,2021-04-26,No
1536,22,Male,Medium,Unemployed,Tier 3,2023-12-10,No
1537,18,Male,Low,Unemployed,Tier 1,2022-07-25,No
1538,47,Female,Medium,Self-Employed,Tier 3,2022-01-18,No
1539,20,Male,Medium,Salaried,Tier 1,2023-09-10,Yes
1540,62,Female,Medium,Student,Tier 1,2022-04-15,No
1541,31,Female,Medium,Salaried,Tier 3,2025-02-21,No
1542,47,Male,Medium,Salaried,Tier 3,2024-12-17,No
1543,21,Male,High,Salaried,Tier 3,2024-10-26,Yes
1544,35,Male,Low,Self-Employed,Tier 1,2021-05-03,No
1545,54,Male,High,Salaried,Tier 2,2023-12-02,No
1546,42,Female,Low,Self-Employed,Tier 1,2023-03-13,No
1547,18,Male,High,Business,Tier 1,2022-03-10,No
1548,63,Male,High,Business,Tier 3,2020-07-29,No
1549,32,Male,Low,Business,Tier 2,2021-10-27,Yes
1550,26,Female,Medium,Self-Employed,Tier 3,2020-09-15,Yes
1551,32,Male,Medium,Self-Employed,Tier 1,2023-06-04,No
1552,41,Female,Low,Student,Tier 3,2024-06-05,No
1553,21,Male,Medium,Salaried,Tier 2,2025-03-27,No
1554,29,Female,Low,Unemployed,Tier 2,2021-01-06,No
1555,54,Male,High,Unemployed,Tier 1,2023-11-15,Yes
1556,54,Male,High,Salaried,Tier 3,2022-09-18,No
1557,60,Female,Medium,Unemployed,Tier 3,2020-03-28,No
1558,23,Male,Medium,Unemployed,Tier 2,2021-02-03,No
1559,56,Male,Medium,Unemployed,Tier 2,2020-11-04,No
1560,63,Male,Low,Self-Employed,Tier 2,2020-01-04,No
1561,41,Female,Medium,Self-Employed,Tier 2,2023-04-11,No
1562,28,Male,Medium,Self-Employed,Tier 3,2024-04-16,No
1563,30,Female,High,Salaried,Tier 1,2024-11-04,Yes
1564,51,Female,Medium,Business,Tier 2,2020-08-13,No
1565,42,Female,Medium,Unemployed,Tier 1,2020-12-04,No
1566,24,Male,Medium,Student,Tier 2,2023-05-14,No
1567,21,Female,Low,Self-Employed,Tier 3,2023-01-30,No
1568,25,Female,Medium,Student,Tier 1,2020-02-27,No
1569,37,Male,Medium,Unemployed,Tier 1,2024-12-09,No
1570,46,Female,Low,Business,Tier 3,2023-03-19,No
1571,62,Female,Medium,Student,Tier 2,2023-06-29,No
1572,63,Male,Medium,Unemployed,Tier 2,2024-02-11,No
1573,27,Male,Medium,Unemployed,Tier 1,2021-07-09,No
1574,60,Female,Medium,Self-Employed,Tier 1,2023-12-22,No
1575,51,Male,Medium,Business,Tier 1,2024-04-14,Yes
1576,43,Male,Medium,Unemployed,Tier 2,2022-07-07,No
1577,58,Male,High,Business,Tier 2,2021-06-07,No
1578,20,Female,Low,Self-Employed,Tier 2,2024-02-23,No
1579,23,Female,High,Student,Tier 1,2021-06-09,Yes
1580,22,Male,Medium,Salaried,Tier 1,2023-08-08,No
1581,22,Female,Medium,Salaried,Tier 1,2022-12-04,No
1582,64,Male,Medium,Salaried,Tier 2,2023-05-08,No
1583,40,Male,Low,Business,Tier 1,2020-01-24,No
1584,26,Male,Low,Salaried,Tier 3,2022-02-01,Yes
1585,52,Male,Medium,Student,Tier 1,2024-07-12,Yes
1586,37,Male,Medium,Unemployed,Tier 1,2023-11-11,No
1587,59,Female,Medium,Business,Tier 2,2024-06-01,Yes
1588,52,Female,Medium,Student,Tier 1,2023-12-29,Yes
1589,35,Female,Low,Business,Tier 3,2020-08-29,No
1590,34,Female,Low,Business,Tier 3,2020-07-21,No
1591,41,Male,Medium,Business,Tier 1,2020-08-24,No
1592,20,Male,Low,Self-Employed,Tier 2,2022-08-08,No
1593,49,Female,Medium,Unemployed,Tier 2,2022-10-18,No
1594,52,Female,Low,Salaried,Tier 3,2020-10-20,No
1595,55,Male,Medium,Self-Employed,Tier 1,2023-10-03,No
1596,30,Male,Low,Unemployed,Tier 1,2023-01-15,No
1597,64,Male,Low,Salaried,Tier 2,2020-07-28,No
1598,42,Female,Medium,Self-Employed,Tier 2,2022-02-26,No
1599,26,Male,Medium,Self-Employed,Tier 3,2024-06-20,No
1600,21,Male,Low,Student,Tier 3,2022-10-22,No
1601,31,Female,High,Self-Employed,Tier 1,2020-08-16,No
1602,54,Female,Low,Business,Tier 3,2021-02-13,No
1603,51,Female,Medium,Self-Employed,Tier 3,2023-06-20,Yes
1604,28,Male,Low,Business,Tier 3,2022-02-08,Yes
1605,58,Male,Low,Unemployed,Tier 3,2022-08-20,Yes
1606,20,Female,Medium,Unemployed,Tier 2,2024-01-31,No
1607,45,Male,Low,Business,Tier 1,2021-04-02,No
1608,46,Male,Medium,Student,Tier 3,2021-07-07,No
1609,26,Male,Low,Student,Tier 1,2020-07-31,No
1610,20,Female,Medium,Unemployed,Tier 1,2025-01-05,No
1611,42,Female,Low,Self-Employed,Tier 2,2025-04-12,No
1612,51,Male,Low,Unemployed,Tier 2,2021-01-20,No
1613,29,Male,Low,Unemployed,Tier 2,2023-12-06,No
1614,59,Male,Medium,Business,Tier 3,2024-03-18,No
1615,26,Male,Medium,Student,Tier 2,2021-06-11,Yes
1616,32,Female,High,Business,Tier 1,2023-11-12,Yes
1617,57,Female,Medium,Unemployed,Tier 1,2023-07-26,No
1618,42,Male,Medium,Salaried,Tier 2,2022-09-16,No
1619,22,Male,Medium,Self-Employed,Tier 1,2020-04-11,Yes
1620,28,Female,Low,Unemployed,Tier 2,2024-05-31,No
1621,51,Male,Low,Business,Tier 1,2021-01-24,No
1622,41,Female,Medium,Salaried,Tier 3,2023-05-10,No
1623,32,Male,Medium,Salaried,Tier 2,2024-05-09,No
1624,55,Female,Low,Unemployed,Tier 2,2024-10-10,No
1625,25,Male,Medium,Student,Tier 1,2023-11-16,No
1626,22,Male,Medium,Salaried,Tier 1,2022-04-20,No
1627,43,Female,Medium,Self-Employed,Tier 2,2023-10-09,No
1628,35,Female,Low,Business,Tier 2,2024-06-04,No
1629,23,Male,Medium,Business,Tier 1,2024-11-14,Yes
1630,54,Male,Low,Business,Tier 1,2020-08-22,No
1631,30,Female,Low,Unemployed,Tier 3,2020-04-23,No
1632,45,Female,Medium,Business,Tier 1,2022-09-08,No
1633,22,Male,Low,Business,Tier 1,2025-06-06,No
1634,30,Male,Low,Self-Employed,Tier 1,2022-12-26,Yes
1635,34,Female,Low,Student,Tier 3,2022-03-19,Yes
1636,57,Female,Medium,Unemployed,Tier 3,2022-11-29,No
1637,62,Female,Low,Unemployed,Tier 1,2024-10-22,Yes
1638,49,Female,Low,Business,Tier 1,2020-04-12,Yes
1639,46,Female,Medium,Self-Employed,Tier 2,2021-02-14,No
1640,20,Male,Medium,Salaried,Tier 1,2023-08-11,No
1641,57,Male,High,Business,Tier 1,2024-05-07,No
1642,51,Female,Low,Business,Tier 1,2022-03-18,Yes
1643,57,Male,Low,Unemployed,Tier 1,2024-05-06,No
1644,44,Male,Medium,Unemployed,Tier 3,2022-11-26,No
1645,30,Female,Low,Business,Tier 2,2020-03-07,No
1646,62,Male,High,Unemployed,Tier 3,2021-02-06,No
1647,50,Male,Medium,Self-Employed,Tier 2,2024-08-24,No
1648,23,Male,Low,Salaried,Tier 3,2020-07-24,No
1649,41,Female,Medium,Salaried,Tier 3,2020-12-06,No
1650,36,Female,Low,Salaried,Tier 1,2025-01-31,Yes
1651,33,Male,High,Business,Tier 1,2025-04-13,Yes
1652,57,Male,High,Business,Tier 3,2022-12-11,No
1653,45,Male,Medium,Business,Tier 3,2021-03-01,No
1654,50,Male,Low,Self-Employed,Tier 3,2022-08-13,Yes
1655,58,Male,Low,Salaried,Tier 2,2020-07-27,No
1656,30,Male,Low,Unemployed,Tier 2,2024-03-17,Yes
1657,60,Female,Low,Unemployed,Tier 1,2024-07-22,No
1658,62,Male,Medium,Student,Tier 2,2023-04-16,No
1659,42,Male,High,Student,Tier 3,2021-11-06,No
1660,59,Female,Medium,Unemployed,Tier 3,2025-03-03,Yes
1661,53,Male,Medium,Salaried,Tier 1,2022-11-11,No
1662,44,Male,Medium,Business,Tier 2,2021-01-03,No
1663,55,Male,High,Unemployed,Tier 2,2024-10-28,No
1664,24,Male,Low,Unemployed,Tier 1,2022-09-20,No
1665,22,Female,Medium,Student,Tier 3,2020-03-22,No
1666,60,Male,Medium,Salaried,Tier 2,2023-04-02,Yes
1667,62,Female,High,Unemployed,Tier 1,2021-01-11,No
1668,48,Male,High,Business,Tier 2,2020-01-03,No
1669,40,Male,Medium,Business,Tier 1,2021-11-14,No
1670,59,Female,Low,Self-Employed,Tier 2,2023-02-15,Yes
1671,27,Male,Medium,Business,Tier 1,2024-08-06,No
1672,49,Female,Low,Unemployed,Tier 1,2022-02-02,Yes
1673,60,Female,Medium,Unemployed,Tier 2,2023-11-19,No
1674,47,Female,Medium,Business,Tier 2,2020-09-22,No
1675,56,Male,Medium,Student,Tier 2,2021-03-10,No
1676,48,Male,High,Salaried,Tier 3,2021-11-12,No
1677,35,Male,Medium,Unemployed,Tier 3,2021-12-25,No
1678,53,Male,Low,Business,Tier 3,2022-03-03,Yes
1679,19,Female,Low,Business,Tier 2,2023-06-04,No
1680,31,Male,High,Unemployed,Tier 1,2021-01-10,No
1681,30,Male,Low,Self-Employed,Tier 1,2023-07-09,Yes
1682,46,Female,Low,Salaried,Tier 2,2020-12-31,No
1683,29,Female,Low,Unemployed,Tier 3,2022-02-05,No
1684,56,Male,Medium,Business,Tier 2,2021-03-03,No
1685,19,Female,Low,Self-Employed,Tier 2,2022-10-28,No
1686,49,Female,High,Unemployed,Tier 2,2025-05-07,No
1687,30,Female,High,Salaried,Tier 2,2022-11-30,No
1688,63,Female,High,Self-Employed,Tier 3,2025-03-16,No
1689,44,Female,Low,Business,Tier 3,2023-07-04,Yes
1690,58,Male,High,Student,Tier 3,2021-10-04,No
1691,34,Male,High,Salaried,Tier 2,2021-07-17,No
1692,57,Male,High,Self-Employed,Tier 1,2023-01-30,No
1693,48,Male,Medium,Unemployed,Tier 1,2023-05-27,Yes
1694,51,Male,Medium,Unemployed,Tier 1,2020-08-31,No
1695,41,Male,Low,Self-Employed,Tier 1,2022-04-24,No
1696,62,Male,High,Unemployed,Tier 3,2022-07-27,No
1697,52,Female,Low,Self-Employed,Tier 1,2020-10-29,No
1698,23,Male,Low,Salaried,Tier 1,2021-01-04,No
1699,36,Male,High,Unemployed,Tier 2,2022-04-30,No
1700,47,Male,Medium,Salaried,Tier 2,2020-10-01,No
1701,24,Female,Low,Business,Tier 3,2020-03-10,No
1702,27,Male,High,Business,Tier 1,2020-02-16,No
1703,58,Male,High,Business,Tier 3,2020-04-26,Yes
1704,49,Female,Low,Business,Tier 1,2024-06-01,No
1705,51,Male,High,Unemployed,Tier 3,2021-05-31,No
1706,45,Male,Low,Self-Employed,Tier 2,2023-07-01,No
1707,32,Female,Low,Unemployed,Tier 2,2022-04-11,No
1708,47,Male,Low,Unemployed,Tier 1,2021-09-10,Yes
1709,54,Female,Low,Salaried,Tier 2,2022-01-25,No
1710,46,Male,Low,Self-Employed,Tier 2,2023-04-11,No
1711,39,Male,Low,Student,Tier 1,2022-08-17,No
1712,21,Male,High,Student,Tier 1,2023-12-23,No
1713,37,Female,Medium,Self-Employed,Tier 3,2020-02-05,No
1714,49,Female,High,Student,Tier 2,2022-06-23,Yes
1715,53,Female,Medium,Self-Employed,Tier 3,2021-02-10,No
1716,21,Male,Low,Salaried,Tier 2,2023-12-10,No
1717,44,Male,High,Salaried,Tier 1,2024-09-04,Yes
1718,34,Female,High,Unemployed,Tier 1,2021-02-15,No
1719,29,Female,Low,Student,Tier 3,2021-05-02,No
1720,39,Male,Low,Self-Employed,Tier 2,2024-09-11,No
1721,34,Male,Medium,Salaried,Tier 1,2022-02-17,No
1722,27,Male,Medium,Unemployed,Tier 2,2024-11-25,No
1723,18,Male,High,Student,Tier 1,2025-04-22,No
1724,39,Female,Low,Student,Tier 3,2022-04-11,No
1725,43,Male,Low,Student,Tier 1,2023-09-06,No
1726,35,Male,Medium,Salaried,Tier 1,2023-01-01,No
1727,31,Male,Medium,Salaried,Tier 1,2024-05-11,No
1728,64,Male,Low,Student,Tier 1,2024-05-20,No
1729,46,Male,Low,Salaried,Tier 2,2021-10-05,No
1730,29,Male,Medium,Student,Tier 2,2021-02-16,Yes
1731,53,Male,Medium,Business,Tier 3,2024-11-30,Yes
1732,52,Female,Low,Salaried,Tier 2,2020-05-03,No
1733,29,Female,Medium,Self-Employed,Tier 1,2023-11-09,No
1734,24,Female,High,Salaried,Tier 2,2024-06-15,No
1735,46,Male,High,Student,Tier 3,2024-12-14,No
1736,28,Female,Low,Self-Employed,Tier 1,2022-10-02,No
1737,50,Male,Low,Unemployed,Tier 1,2021-10-14,No
1738,23,Male,High,Self-Employed,Tier 2,2020-08-19,No
1739,64,Male,Low,Self-Employed,Tier 1,2024-05-24,No
1740,32,Male,Medium,Salaried,Tier 1,2021-03-08,No
1741,49,Female,Medium,Self-Employed,Tier 3,2021-05-05,No
1742,28,Male,Low,Self-Employed,Tier 3,2024-09-06,Yes
1743,40,Male,Medium,Student,Tier 2,2025-03-09,No
1744,43,Female,Medium,Salaried,Tier 3,2020-03-26,No
1745,51,Female,Medium,Student,Tier 1,2024-11-23,No
1746,63,Female,Low,Salaried,Tier 2,2022-11-19,No
1747,51,Male,High,Unemployed,Tier 2,2024-08-17,No
1748,46,Female,Medium,Self-Employed,Tier 2,2023-05-08,No
1749,21,Male,Medium,Salaried,Tier 1,2022-05-24,No
1750,34,Male,High,Self-Employed,Tier 2,2020-06-04,Yes
1751,52,Female,Medium,Self-Employed,Tier 3,2022-01-26,Yes
1752,30,Female,Medium,Business,Tier 2,2022-06-16,Yes
1753,58,Female,High,Student,Tier 1,2021-06-15,No
1754,56,Male,Low,Salaried,Tier 1,2024-10-04,Yes
1755,32,Male,Medium,Unemployed,Tier 1,2025-02-12,No
1756,46,Male,High,Business,Tier 1,2020-05-31,Yes
1757,46,Male,Low,Student,Tier 3,2023-01-05,No
1758,28,Male,Low,Unemployed,Tier 2,2023-09-13,No
1759,49,Male,High,Unemployed,Tier 2,2020-06-20,No
1760,19,Female,High,Self-Employed,Tier 3,2023-11-29,No
1761,64,Male,High,Student,Tier 1,2023-11-30,No
1762,31,Female,Low,Business,Tier 2,2025-02-07,No
1763,37,Female,Low,Salaried,Tier 1,2022-01-31,No
1764,39,Female,Low,Salaried,Tier 1,2024-09-17,No
1765,28,Female,Medium,Business,Tier 1,2023-10-17,No
1766,44,Female,Medium,Self-Employed,Tier 3,2023-02-25,No
1767,20,Male,Low,Self-Employed,Tier 2,2025-03-13,No
1768,34,Male,Low,Unemployed,Tier 1,2024-03-26,No
1769,61,Male,Medium,Student,Tier 2,2023-09-21,No
1770,45,Male,Medium,Unemployed,Tier 1,2024-11-12,No
1771,46,Female,Low,Salaried,Tier 1,2021-11-23,No
1772,38,Female,High,Business,Tier 3,2023-07-12,No
1773,64,Female,Low,Student,Tier 1,2020-07-13,No
1774,33,Male,Medium,Business,Tier 3,2024-11-16,No
1775,54,Male,High,Student,Tier 2,2020-04-09,No
1776,37,Male,Medium,Salaried,Tier 1,2024-05-06,No
1777,23,Male,Low,Salaried,Tier 1,2023-10-26,Yes
1778,36,Female,Low,Student,Tier 2,2022-09-28,No
1779,22,Female,High,Self-Employed,Tier 1,2022-06-27,No
1780,20,Male,Low,Student,Tier 2,2025-04-04,No
1781,18,Male,Medium,Salaried,Tier 3,2021-03-03,No
1782,55,Female,High,Business,Tier 3,2021-08-09,No
1783,32,Female,High,Unemployed,Tier 2,2022-07-08,No
1784,51,Female,Medium,Business,Tier 3,2023-03-02,No
1785,52,Female,High,Salaried,Tier 1,2020-09-12,No
1786,42,Male,High,Business,Tier 1,2024-01-13,No
1787,41,Female,Low,Self-Employed,Tier 3,2021-12-21,No
1788,29,Female,Low,Self-Employed,Tier 1,2021-02-07,No
1789,35,Female,Low,Student,Tier 2,2022-08-17,No
1790,32,Female,Low,Business,Tier 2,2024-08-05,Yes
1791,61,Male,High,Business,Tier 1,2021-08-02,No
1792,33,Male,Medium,Salaried,Tier 1,2022-12-13,No
1793,44,Male,High,Student,Tier 2,2024-12-07,No
1794,25,Male,Medium,Student,Tier 3,2021-02-10,No
1795,63,Male,Medium,Business,Tier 1,2023-11-09,No
1796,42,Male,Medium,Unemployed,Tier 2,2025-05-15,Yes
1797,34,Female,Low,Business,Tier 2,2020-08-29,No
1798,46,Female,High,Business,Tier 1,2020-02-16,Yes
1799,25,Female,Medium,Business,Tier 1,2020-04-24,No
1800,32,Female,Medium,Self-Employed,Tier 1,2022-10-13,No
1801,44,Male,Low,Student,Tier 2,2024-09-27,Yes
1802,63,Female,High,Self-Employed,Tier 2,2022-03-16,No
1803,24,Male,High,Unemployed,Tier 3,2020-05-09,Yes
1804,20,Female,Medium,Salaried,Tier 1,2024-04-29,No
1805,46,Female,Medium,Unemployed,Tier 3,2023-03-24,Yes
1806,61,Female,Medium,Student,Tier 2,2022-09-20,No
1807,41,Male,Low,Salaried,Tier 1,2025-06-19,Yes
1808,20,Female,Low,Unemployed,Tier 1,2021-05-09,No
1809,37,Male,Medium,Student,Tier 2,2025-01-26,No
1810,63,Male,Low,Unemployed,Tier 3,2020-03-22,No
1811,32,Female,Medium,Salaried,Tier 2,2024-12-07,No
1812,42,Male,Medium,Salaried,Tier 2,2022-08-22,No
1813,47,Male,Low,Unemployed,Tier 1,2021-10-30,No
1814,31,Female,Low,Self-Employed,Tier 1,2022-11-14,Yes
1815,24,Female,Low,Unemployed,Tier 1,2023-09-19,No
1816,34,Female,Low,Unemployed,Tier 1,2023-04-20,Yes
1817,61,Female,Medium,Unemployed,Tier 3,2023-12-26,No
1818,37,Female,Medium,Self-Employed,Tier 3,2023-04-12,No
1819,53,Female,High,Business,Tier 1,2022-03-19,No
1820,26,Male,Low,Salaried,Tier 3,2022-11-30,No
1821,55,Female,High,Student,Tier 1,2021-03-20,Yes
1822,39,Female,Low,Salaried,Tier 1,2022-05-18,No
1823,19,Male,Medium,Salaried,Tier 1,2023-11-19,No
1824,41,Female,Medium,Business,Tier 1,2025-05-17,No
1825,25,Male,Medium,Salaried,Tier 1,2023-08-04,No
1826,28,Female,Medium,Salaried,Tier 1,2021-07-14,Yes
1827,30,Female,Low,Self-Employed,Tier 2,2023-07-09,No
1828,34,Male,Low,Self-Employed,Tier 1,2024-11-14,No
1829,25,Female,High,Self-Employed,Tier 2,2020-02-26,No
1830,38,Male,Low,Self-Employed,Tier 1,2020-01-06,No
1831,35,Female,Low,Self-Employed,Tier 3,2024-05-01,Yes
1832,47,Female,Low,Student,Tier 3,2024-05-17,No
1833,35,Male,Low,Business,Tier 3,2022-08-02,No
1834,63,Female,Medium,Unemployed,Tier 2,2025-04-25,No
1835,64,Female,Medium,Self-Employed,Tier 2,2021-08-01,No
1836,48,Male,Low,Business,Tier 1,2022-07-03,Yes
1837,55,Female,Low,Unemployed,Tier 3,2024-09-14,No
1838,49,Male,Medium,Salaried,Tier 1,2020-06-10,No
1839,28,Female,Medium,Salaried,Tier 1,2023-08-13,Yes
1840,62,Male,High,Business,Tier 1,2024-06-28,No
1841,42,Female,High,Student,Tier 2,2022-02-13,No
1842,50,Male,High,Student,Tier 1,2020-02-26,No
1843,55,Male,Medium,Business,Tier 3,2021-06-11,No
1844,58,Female,Medium,Student,Tier 1,2022-12-18,No
1845,25,Female,Low,Student,Tier 3,2023-04-04,No
1846,28,Male,Medium,Salaried,Tier 1,2025-04-12,No
1847,39,Female,Low,Student,Tier 2,2024-11-20,No
1848,41,Male,High,Student,Tier 2,2025-06-19,No
1849,58,Female,Medium,Business,Tier 2,2021-06-29,No
1850,34,Female,Medium,Student,Tier 2,2020-02-15,Yes
1851,29,Male,Low,Self-Employed,Tier 2,2022-07-21,No
1852,63,Male,Medium,Self-Employed,Tier 2,2022-03-21,No
1853,49,Female,Low,Business,Tier 2,2020-02-16,No
1854,32,Female,Low,Self-Employed,Tier 2,2023-11-14,No
1855,33,Female,Low,Salaried,Tier 1,2020-09-08,No
1856,39,Female,Low,Business,Tier 1,2020-06-14,Yes
1857,45,Female,Medium,Student,Tier 1,2021-01-02,No
1858,37,Male,Medium,Self-Employed,Tier 3,2023-11-03,No
1859,50,Female,High,Salaried,Tier 3,2023-09-02,No
1860,27,Female,Medium,Business,Tier 1,2023-03-01,No
1861,57,Male,Low,Business,Tier 1,2023-11-13,No
1862,49,Male,High,Student,Tier 2,2021-08-04,No
1863,50,Male,Medium,Unemployed,Tier 1,2021-07-25,No
1864,19,Female,Medium,Self-Employed,Tier 3,2024-10-06,No
1865,50,Male,Medium,Salaried,Tier 2,2024-11-08,No
1866,50,Male,High,Business,Tier 3,2025-02-22,No
1867,58,Male,Low,Self-Employed,Tier 3,2020-12-13,No
1868,30,Male,Low,Salaried,Tier 2,2022-04-24,No
1869,47,Female,Medium,Salaried,Tier 2,2021-09-09,No
1870,50,Female,Low,Business,Tier 2,2021-05-11,No
1871,30,Female,High,Self-Employed,Tier 2,2021-11-26,Yes
1872,43,Male,Medium,Salaried,Tier 3,2025-02-16,Yes
1873,39,Male,Medium,Business,Tier 3,2025-06-01,No
1874,56,Male,Medium,Self-Employed,Tier 1,2021-05-25,No
1875,19,Male,Low,Self-Employed,Tier 3,2024-03-22,No
1876,55,Male,High,Business,Tier 2,2021-03-27,No
1877,56,Male,High,Self-Employed,Tier 1,2021-06-26,No
1878,43,Female,Medium,Unemployed,Tier 3,2020-08-03,No
1879,63,Female,High,Salaried,Tier 1,2021-04-14,No
1880,32,Male,Low,Salaried,Tier 3,2022-05-02,No
1881,51,Female,High,Self-Employed,Tier 3,2020-10-30,Yes
1882,59,Male,Low,Business,Tier 1,2020-10-24,No
1883,61,Male,Low,Student,Tier 3,2023-10-01,Yes
1884,57,Female,Low,Self-Employed,Tier 3,2020-10-12,No
1885,28,Male,Low,Student,Tier 2,2025-03-23,No
1886,20,Female,Low,Self-Employed,Tier 1,2022-10-08,No
1887,23,Male,High,Student,Tier 1,2020-05-05,No
1888,26,Male,High,Self-Employed,Tier 2,2020-02-20,No
1889,23,Female,Low,Business,Tier 1,2023-12-13,No
1890,26,Male,Low,Student,Tier 2,2024-09-21,No
1891,56,Male,High,Unemployed,Tier 3,2022-12-10,No
1892,48,Male,Low,Business,Tier 3,2021-04-15,Yes
1893,49,Female,Low,Self-Employed,Tier 1,2023-10-31,No
1894,58,Male,Medium,Student,Tier 1,2023-10-20,Yes
1895,29,Male,Medium,Salaried,Tier 3,2023-06-09,No
1896,25,Male,Low,Business,Tier 2,2024-09-09,No
1897,25,Female,Medium,Student,Tier 3,2021-10-31,No
1898,45,Female,Medium,Business,Tier 3,2024-08-09,No
1899,37,Female,Low,Student,Tier 2,2024-02-12,No
1900,64,Female,High,Salaried,Tier 1,2023-08-22,No
1901,24,Female,Medium,Unemployed,Tier 1,2021-03-13,No
1902,28,Male,Low,Salaried,Tier 1,2023-06-28,No
1903,37,Female,Low,Self-Employed,Tier 1,2022-04-30,No
1904,33,Female,Low,Business,Tier 2,2020-12-07,Yes
1905,21,Male,Medium,Unemployed,Tier 2,2023-03-01,No
1906,23,Female,Low,Business,Tier 2,2022-01-18,No
1907,39,Male,Medium,Student,Tier 3,2021-06-07,No
1908,43,Female,Low,Self-Employed,Tier 2,2021-10-16,Yes
1909,20,Male,Medium,Self-Employed,Tier 2,2021-05-20,No
1910,58,Male,Medium,Business,Tier 3,2021-02-02,No
1911,59,Female,Medium,Self-Employed,Tier 2,2022-06-24,No
1912,31,Female,Medium,Business,Tier 1,2023-02-15,No
1913,28,Male,High,Student,Tier 2,2020-03-01,No
1914,35,Male,Medium,Student,Tier 2,2025-04-22,No
1915,29,Male,Low,Business,Tier 2,2023-04-19,No
1916,40,Male,Medium,Salaried,Tier 1,2025-06-14,No
1917,29,Male,High,Salaried,Tier 1,2020-11-08,No
1918,30,Male,Low,Student,Tier 1,2020-09-21,No
