customer_id,age,gender,income_bracket,income_range,occupation,city_tier,join_date,churn_flag,age_group
2106,29,Male,Medium,4-8 Lakh,Student,Tier 2,6/12/2024,No,Early Career
2107,44,Male,Low,2-4 Lakh,Unemployed,Tier 3,6/6/2023,No,Family Stage
2108,25,Female,High,8+ Lakh,Salaried,Tier 3,4/11/2024,Yes,Early Career
2109,42,Male,Medium,4-8 Lakh,Unemployed,Tier 1,12/26/2020,No,Family Stage
2110,63,Female,Low,2-4 Lakh,Student,Tier 1,5/17/2022,No,Pre-Retirement
2111,21,Male,High,8+ Lakh,Business,Tier 2,1/19/2022,Yes,Student
2112,50,Male,Low,2-4 Lakh,Self-Employed,Tier 2,6/23/2020,No,Family Stage
2113,18,Female,Medium,4-8 Lakh,Salaried,Tier 2,4/7/2022,Yes,Student
2114,36,Male,Medium,4-8 Lakh,Business,Tier 1,3/14/2022,Yes,Mid Career
2115,48,Male,Low,2-4 Lakh,Self-Employed,Tier 3,10/29/2023,Yes,Family Stage
2116,33,Female,High,8+ Lakh,Student,Tier 1,5/19/2025,No,Mid Career
2117,31,Female,Low,2-4 Lakh,Unemployed,Tier 1,3/1/2020,Yes,Mid Career
2118,22,Female,Low,2-4 Lakh,Business,Tier 1,4/8/2023,No,Student
2119,58,Male,High,8+ Lakh,Self-Employed,Tier 3,3/10/2024,No,Pre-Retirement
2120,43,Male,Medium,4-8 Lakh,Self-Employed,Tier 1,2/13/2022,No,Family Stage
2121,45,Male,Low,2-4 Lakh,Unemployed,Tier 2,2/17/2021,No,Family Stage
2122,19,Male,Low,2-4 Lakh,Business,Tier 1,1/15/2025,No,Student
2123,23,Male,Medium,4-8 Lakh,Business,Tier 2,4/25/2020,No,Early Career
2124,26,Female,Low,2-4 Lakh,Student,Tier 3,4/13/2023,No,Early Career
2125,50,Male,High,8+ Lakh,Business,Tier 1,10/22/2024,No,Family Stage
2126,58,Female,Medium,4-8 Lakh,Unemployed,Tier 3,12/18/2023,No,Pre-Retirement
2127,42,Male,Low,2-4 Lakh,Business,Tier 3,2/25/2023,No,Family Stage
2128,30,Female,Low,2-4 Lakh,Student,Tier 2,2/21/2024,No,Mid Career
2129,26,Male,Medium,4-8 Lakh,Self-Employed,Tier 1,10/25/2022,No,Early Career
2130,30,Male,Low,2-4 Lakh,Business,Tier 3,9/11/2023,No,Mid Career
2131,48,Female,Medium,4-8 Lakh,Unemployed,Tier 3,11/28/2021,Yes,Family Stage
2132,58,Male,High,8+ Lakh,Business,Tier 3,4/10/2023,Yes,Pre-Retirement
2133,28,Female,Medium,4-8 Lakh,Salaried,Tier 3,5/7/2023,No,Early Career
2134,21,Male,Medium,4-8 Lakh,Student,Tier 2,6/8/2023,Yes,Student
2135,51,Male,Low,2-4 Lakh,Self-Employed,Tier 2,3/10/2022,No,Family Stage
2136,55,Female,Medium,4-8 Lakh,Salaried,Tier 2,2/13/2025,Yes,Pre-Retirement
2137,63,Male,Medium,4-8 Lakh,Unemployed,Tier 1,9/18/2021,Yes,Pre-Retirement
2138,21,Female,Medium,4-8 Lakh,Business,Tier 2,9/18/2023,No,Student
2139,55,Male,Low,2-4 Lakh,Student,Tier 3,1/29/2024,No,Pre-Retirement
2140,36,Male,High,8+ Lakh,Business,Tier 2,2/8/2025,No,Mid Career
2141,23,Male,Low,2-4 Lakh,Business,Tier 3,2/27/2021,Yes,Early Career
2142,51,Male,Medium,4-8 Lakh,Business,Tier 1,8/29/2023,No,Family Stage
2143,35,Male,Medium,4-8 Lakh,Business,Tier 1,6/6/2021,No,Mid Career
2144,30,Male,Medium,4-8 Lakh,Student,Tier 1,12/18/2023,No,Mid Career
2145,58,Male,Low,2-4 Lakh,Salaried,Tier 1,6/27/2024,No,Pre-Retirement
2146,40,Female,Medium,4-8 Lakh,Unemployed,Tier 2,6/23/2020,No,Family Stage
2147,36,Male,Low,2-4 Lakh,Salaried,Tier 3,6/16/2022,No,Mid Career
2148,62,Male,Medium,4-8 Lakh,Student,Tier 2,9/13/2022,No,Pre-Retirement
2149,28,Male,Low,2-4 Lakh,Unemployed,Tier 1,5/25/2025,No,Early Career
2150,18,Female,Low,2-4 Lakh,Self-Employed,Tier 1,1/8/2021,No,Student
2151,41,Female,Low,2-4 Lakh,Salaried,Tier 2,9/23/2021,No,Family Stage
2152,24,Male,High,8+ Lakh,Student,Tier 1,8/24/2020,Yes,Early Career
2153,42,Male,Medium,4-8 Lakh,Student,Tier 2,10/6/2022,No,Family Stage
2154,38,Male,Medium,4-8 Lakh,Student,Tier 1,11/6/2024,No,Mid Career
2155,32,Female,Medium,4-8 Lakh,Unemployed,Tier 1,8/25/2022,No,Mid Career
2156,18,Male,High,8+ Lakh,Business,Tier 2,1/14/2025,Yes,Student
2157,29,Female,Low,2-4 Lakh,Self-Employed,Tier 2,3/18/2021,No,Early Career
2158,24,Male,Medium,4-8 Lakh,Unemployed,Tier 1,11/27/2022,Yes,Early Career
2159,32,Female,Medium,4-8 Lakh,Unemployed,Tier 3,2/22/2022,No,Mid Career
2160,38,Female,Low,2-4 Lakh,Salaried,Tier 1,3/26/2025,No,Mid Career
2161,36,Male,Low,2-4 Lakh,Self-Employed,Tier 1,2/22/2025,No,Mid Career
2162,46,Male,Low,2-4 Lakh,Student,Tier 2,10/16/2022,No,Family Stage
2163,42,Male,Low,2-4 Lakh,Unemployed,Tier 2,11/21/2024,No,Family Stage
2164,50,Male,Low,2-4 Lakh,Self-Employed,Tier 1,6/5/2022,No,Family Stage
2165,49,Male,Low,2-4 Lakh,Salaried,Tier 2,4/25/2022,No,Family Stage
2166,52,Male,Medium,4-8 Lakh,Business,Tier 1,4/11/2024,Yes,Family Stage
2167,61,Male,Low,2-4 Lakh,Self-Employed,Tier 3,4/21/2022,Yes,Pre-Retirement
2168,55,Female,Low,2-4 Lakh,Student,Tier 2,9/26/2021,No,Pre-Retirement
2169,43,Male,High,8+ Lakh,Unemployed,Tier 1,6/4/2020,No,Family Stage
2170,28,Male,Medium,4-8 Lakh,Business,Tier 1,12/29/2021,No,Early Career
2171,52,Female,Low,2-4 Lakh,Salaried,Tier 2,5/2/2023,No,Family Stage
2172,25,Male,Medium,4-8 Lakh,Student,Tier 2,3/23/2022,No,Early Career
2173,63,Male,Low,2-4 Lakh,Business,Tier 3,3/30/2023,No,Pre-Retirement
2174,31,Male,Low,2-4 Lakh,Salaried,Tier 3,10/1/2021,Yes,Mid Career
2175,27,Male,Low,2-4 Lakh,Student,Tier 1,1/25/2025,No,Early Career
2176,19,Female,High,8+ Lakh,Unemployed,Tier 3,9/9/2024,No,Student
2177,63,Female,Medium,4-8 Lakh,Salaried,Tier 2,2/23/2023,No,Pre-Retirement
2178,26,Male,Medium,4-8 Lakh,Business,Tier 2,9/5/2024,No,Early Career
2179,20,Male,High,8+ Lakh,Student,Tier 2,4/19/2024,No,Student
2180,38,Female,High,8+ Lakh,Self-Employed,Tier 1,6/16/2023,No,Mid Career
2181,43,Male,Medium,4-8 Lakh,Student,Tier 1,11/30/2022,No,Family Stage
2182,25,Female,Medium,4-8 Lakh,Business,Tier 3,7/4/2020,Yes,Early Career
2183,19,Female,Low,2-4 Lakh,Business,Tier 2,4/5/2021,No,Student
2184,23,Female,Low,2-4 Lakh,Self-Employed,Tier 3,9/14/2024,No,Early Career
2185,45,Male,Medium,4-8 Lakh,Business,Tier 1,11/13/2023,No,Family Stage
2186,46,Male,Medium,4-8 Lakh,Student,Tier 1,7/8/2023,Yes,Family Stage
2187,43,Male,High,8+ Lakh,Salaried,Tier 1,11/30/2023,No,Family Stage
2188,42,Female,Medium,4-8 Lakh,Student,Tier 2,6/29/2021,No,Family Stage
2189,29,Male,Medium,4-8 Lakh,Business,Tier 3,1/12/2024,No,Early Career
2190,22,Male,Medium,4-8 Lakh,Self-Employed,Tier 1,11/29/2021,No,Student
2191,51,Female,Low,2-4 Lakh,Self-Employed,Tier 2,11/25/2023,No,Family Stage
2192,54,Male,Medium,4-8 Lakh,Unemployed,Tier 2,11/2/2020,No,Family Stage
2193,32,Male,Medium,4-8 Lakh,Self-Employed,Tier 3,8/2/2022,No,Mid Career
2194,61,Male,Medium,4-8 Lakh,Self-Employed,Tier 2,5/16/2020,No,Pre-Retirement
2195,53,Female,Medium,4-8 Lakh,Business,Tier 2,5/10/2023,No,Family Stage
2196,32,Male,Low,2-4 Lakh,Salaried,Tier 3,6/11/2022,Yes,Mid Career
2197,60,Female,Medium,4-8 Lakh,Salaried,Tier 1,10/16/2021,No,Pre-Retirement
2198,40,Female,Medium,4-8 Lakh,Business,Tier 3,9/12/2021,Yes,Family Stage
2199,23,Female,Medium,4-8 Lakh,Self-Employed,Tier 3,6/5/2020,No,Early Career
2200,63,Male,Medium,4-8 Lakh,Student,Tier 1,7/2/2023,No,Pre-Retirement
2201,61,Male,Low,2-4 Lakh,Salaried,Tier 2,6/29/2020,Yes,Pre-Retirement
2202,60,Male,Low,2-4 Lakh,Business,Tier 3,2/12/2021,No,Pre-Retirement
2203,62,Female,Low,2-4 Lakh,Student,Tier 3,5/2/2022,Yes,Pre-Retirement
2204,38,Female,Medium,4-8 Lakh,Self-Employed,Tier 1,9/3/2022,No,Mid Career
2205,40,Male,Medium,4-8 Lakh,Business,Tier 2,10/20/2024,No,Family Stage
2206,60,Female,High,8+ Lakh,Salaried,Tier 1,11/17/2022,No,Pre-Retirement
2207,33,Male,Low,2-4 Lakh,Student,Tier 1,8/13/2024,No,Mid Career
2208,64,Male,Low,2-4 Lakh,Student,Tier 3,5/20/2022,No,Pre-Retirement
2209,32,Male,Medium,4-8 Lakh,Salaried,Tier 3,9/3/2021,No,Mid Career
2210,42,Male,Medium,4-8 Lakh,Student,Tier 2,3/18/2024,No,Family Stage
2211,53,Male,Medium,4-8 Lakh,Salaried,Tier 2,4/17/2024,No,Family Stage
2212,28,Male,High,8+ Lakh,Business,Tier 2,5/7/2023,No,Early Career
2213,32,Male,High,8+ Lakh,Unemployed,Tier 3,3/9/2020,No,Mid Career
2214,21,Female,Low,2-4 Lakh,Self-Employed,Tier 2,8/24/2021,No,Student
2215,38,Male,High,8+ Lakh,Business,Tier 1,1/17/2020,No,Mid Career
2216,30,Female,Low,2-4 Lakh,Self-Employed,Tier 3,4/28/2022,No,Mid Career
2217,39,Female,Medium,4-8 Lakh,Self-Employed,Tier 1,5/28/2022,Yes,Mid Career
2218,36,Male,Medium,4-8 Lakh,Salaried,Tier 1,4/14/2022,No,Mid Career
2219,51,Female,Medium,4-8 Lakh,Unemployed,Tier 2,2/1/2025,No,Family Stage
2220,31,Female,Low,2-4 Lakh,Self-Employed,Tier 2,6/29/2021,No,Mid Career
2221,21,Female,Low,2-4 Lakh,Self-Employed,Tier 2,12/4/2024,No,Student
2222,63,Male,Medium,4-8 Lakh,Business,Tier 3,1/10/2025,No,Pre-Retirement
2223,44,Male,Low,2-4 Lakh,Unemployed,Tier 1,2/29/2020,No,Family Stage
2224,46,Male,Low,2-4 Lakh,Unemployed,Tier 1,7/2/2020,No,Family Stage
2225,64,Male,Medium,4-8 Lakh,Self-Employed,Tier 1,4/17/2022,No,Pre-Retirement
2226,45,Male,Medium,4-8 Lakh,Unemployed,Tier 1,3/7/2025,No,Family Stage
2227,52,Female,Medium,4-8 Lakh,Business,Tier 2,10/20/2023,No,Family Stage
2228,25,Female,Low,2-4 Lakh,Salaried,Tier 1,10/18/2022,Yes,Early Career
2229,33,Male,High,8+ Lakh,Self-Employed,Tier 3,4/25/2025,Yes,Mid Career
2230,59,Female,Low,2-4 Lakh,Student,Tier 3,5/6/2025,No,Pre-Retirement
2231,53,Female,High,8+ Lakh,Self-Employed,Tier 2,12/28/2023,No,Family Stage
2232,47,Female,Medium,4-8 Lakh,Self-Employed,Tier 1,5/7/2023,No,Family Stage
2233,35,Female,Medium,4-8 Lakh,Salaried,Tier 2,1/22/2022,No,Mid Career
2234,19,Male,High,8+ Lakh,Student,Tier 2,6/9/2023,No,Student
2235,30,Male,Low,2-4 Lakh,Student,Tier 1,12/23/2021,No,Mid Career
2236,21,Male,Low,2-4 Lakh,Student,Tier 3,10/23/2023,Yes,Student
2237,43,Female,Medium,4-8 Lakh,Salaried,Tier 1,12/24/2023,No,Family Stage
2238,42,Female,Low,2-4 Lakh,Unemployed,Tier 3,5/6/2024,No,Family Stage
2239,47,Male,Medium,4-8 Lakh,Student,Tier 2,2/16/2023,No,Family Stage
2240,28,Male,Low,2-4 Lakh,Unemployed,Tier 3,11/25/2020,No,Early Career
2241,24,Female,High,8+ Lakh,Business,Tier 2,5/23/2023,No,Early Career
2242,48,Male,Medium,4-8 Lakh,Salaried,Tier 2,9/7/2023,No,Family Stage
2243,61,Male,Low,2-4 Lakh,Unemployed,Tier 2,3/18/2023,No,Pre-Retirement
2244,27,Female,High,8+ Lakh,Student,Tier 3,12/2/2023,Yes,Early Career
2245,56,Female,Low,2-4 Lakh,Student,Tier 2,9/7/2024,No,Pre-Retirement
2246,30,Male,Low,2-4 Lakh,Unemployed,Tier 3,11/1/2023,No,Mid Career
2247,48,Female,Low,2-4 Lakh,Unemployed,Tier 1,2/19/2022,No,Family Stage
2248,24,Male,Medium,4-8 Lakh,Business,Tier 1,9/5/2023,No,Early Career
2249,59,Female,Medium,4-8 Lakh,Salaried,Tier 1,10/25/2022,No,Pre-Retirement
2250,59,Female,Medium,4-8 Lakh,Self-Employed,Tier 3,2/5/2021,No,Pre-Retirement
2251,53,Male,Low,2-4 Lakh,Business,Tier 1,9/19/2021,No,Family Stage
2252,37,Female,High,8+ Lakh,Business,Tier 3,7/21/2020,No,Mid Career
2253,21,Male,Medium,4-8 Lakh,Business,Tier 1,11/26/2022,No,Student
2254,24,Female,Low,2-4 Lakh,Student,Tier 1,2/23/2020,No,Early Career
2255,18,Male,Medium,4-8 Lakh,Unemployed,Tier 2,10/14/2020,No,Student
2256,61,Female,Medium,4-8 Lakh,Salaried,Tier 1,7/31/2023,No,Pre-Retirement
2257,62,Female,Low,2-4 Lakh,Student,Tier 2,6/9/2024,No,Pre-Retirement
2258,59,Male,Low,2-4 Lakh,Business,Tier 2,12/4/2022,No,Pre-Retirement
2259,64,Female,Low,2-4 Lakh,Salaried,Tier 1,10/10/2020,No,Pre-Retirement
2260,30,Male,High,8+ Lakh,Student,Tier 3,4/12/2022,No,Mid Career
2261,39,Female,Medium,4-8 Lakh,Self-Employed,Tier 2,8/4/2021,No,Mid Career
2262,38,Female,Low,2-4 Lakh,Business,Tier 2,6/17/2025,No,Mid Career
2263,39,Male,Low,2-4 Lakh,Student,Tier 3,2/11/2020,No,Mid Career
2264,45,Female,Medium,4-8 Lakh,Student,Tier 1,12/11/2023,No,Family Stage
2265,26,Female,Medium,4-8 Lakh,Business,Tier 1,9/28/2020,No,Early Career
2266,43,Male,Medium,4-8 Lakh,Self-Employed,Tier 2,3/10/2023,Yes,Family Stage
2267,26,Female,High,8+ Lakh,Unemployed,Tier 2,7/5/2022,No,Early Career
2268,32,Male,Medium,4-8 Lakh,Self-Employed,Tier 1,7/24/2021,No,Mid Career
2269,27,Male,Medium,4-8 Lakh,Business,Tier 1,1/21/2022,No,Early Career
2270,41,Male,Low,2-4 Lakh,Unemployed,Tier 2,2/16/2020,No,Family Stage
2271,59,Female,High,8+ Lakh,Student,Tier 1,4/5/2023,No,Pre-Retirement
2272,25,Female,Low,2-4 Lakh,Self-Employed,Tier 1,7/3/2024,No,Early Career
2273,41,Male,Low,2-4 Lakh,Self-Employed,Tier 1,5/5/2020,No,Family Stage
2274,33,Female,Medium,4-8 Lakh,Unemployed,Tier 2,4/16/2021,Yes,Mid Career
2275,43,Male,Low,2-4 Lakh,Student,Tier 1,3/21/2022,Yes,Family Stage
2276,44,Female,Low,2-4 Lakh,Self-Employed,Tier 2,4/30/2025,No,Family Stage
2277,54,Male,Medium,4-8 Lakh,Unemployed,Tier 3,9/12/2021,No,Family Stage
2278,21,Male,Low,2-4 Lakh,Self-Employed,Tier 2,11/7/2021,No,Student
2279,41,Female,Low,2-4 Lakh,Student,Tier 3,1/4/2021,No,Family Stage
2280,36,Male,Medium,4-8 Lakh,Student,Tier 2,2/9/2022,No,Mid Career
2281,53,Male,Medium,4-8 Lakh,Salaried,Tier 2,8/10/2021,No,Family Stage
2282,56,Female,Low,2-4 Lakh,Unemployed,Tier 1,1/7/2020,Yes,Pre-Retirement
2283,27,Male,High,8+ Lakh,Business,Tier 1,11/28/2021,No,Early Career
2284,42,Male,Low,2-4 Lakh,Self-Employed,Tier 1,7/23/2023,Yes,Family Stage
2285,35,Female,Medium,4-8 Lakh,Student,Tier 1,6/2/2024,No,Mid Career
2286,36,Male,Low,2-4 Lakh,Self-Employed,Tier 3,3/5/2020,No,Mid Career
2287,53,Male,Medium,4-8 Lakh,Self-Employed,Tier 3,7/8/2024,Yes,Family Stage
2288,27,Male,Low,2-4 Lakh,Business,Tier 1,7/20/2020,No,Early Career
2289,50,Male,Low,2-4 Lakh,Student,Tier 2,5/21/2020,No,Family Stage
2290,22,Male,Low,2-4 Lakh,Salaried,Tier 2,6/21/2025,No,Student
2291,64,Male,Medium,4-8 Lakh,Unemployed,Tier 2,1/26/2023,No,Pre-Retirement
2292,52,Male,Medium,4-8 Lakh,Self-Employed,Tier 2,3/27/2022,No,Family Stage
2293,61,Male,Low,2-4 Lakh,Business,Tier 1,8/4/2020,No,Pre-Retirement
2294,51,Female,High,8+ Lakh,Business,Tier 2,9/17/2022,No,Family Stage
2295,50,Male,Low,2-4 Lakh,Unemployed,Tier 2,5/28/2024,No,Family Stage
2296,38,Male,Medium,4-8 Lakh,Unemployed,Tier 2,8/9/2023,No,Mid Career
2297,34,Female,Low,2-4 Lakh,Student,Tier 2,3/11/2024,No,Mid Career
2298,39,Male,Medium,4-8 Lakh,Self-Employed,Tier 3,3/3/2023,No,Mid Career
2299,54,Male,Medium,4-8 Lakh,Self-Employed,Tier 3,9/18/2020,No,Family Stage
2300,32,Male,Medium,4-8 Lakh,Unemployed,Tier 2,10/10/2020,No,Mid Career
2301,52,Male,Low,2-4 Lakh,Salaried,Tier 1,4/11/2020,No,Family Stage
2302,45,Male,Low,2-4 Lakh,Self-Employed,Tier 2,1/11/2021,No,Family Stage
2303,24,Male,Medium,4-8 Lakh,Business,Tier 2,7/24/2020,Yes,Early Career
2304,49,Female,Low,2-4 Lakh,Unemployed,Tier 1,8/3/2024,No,Family Stage
2305,28,Female,Low,2-4 Lakh,Self-Employed,Tier 2,11/2/2022,No,Early Career
2306,27,Female,Low,2-4 Lakh,Student,Tier 1,1/30/2022,Yes,Early Career
2307,26,Female,Low,2-4 Lakh,Unemployed,Tier 1,2/20/2023,Yes,Early Career
2308,31,Female,Low,2-4 Lakh,Business,Tier 1,1/10/2020,No,Mid Career
2309,30,Male,High,8+ Lakh,Student,Tier 1,6/3/2024,No,Mid Career
2310,42,Male,Medium,4-8 Lakh,Unemployed,Tier 2,4/5/2023,No,Family Stage
2311,19,Male,Medium,4-8 Lakh,Unemployed,Tier 3,6/22/2024,No,Student
2312,52,Male,Low,2-4 Lakh,Self-Employed,Tier 2,10/8/2024,Yes,Family Stage
2313,24,Male,Medium,4-8 Lakh,Student,Tier 2,5/30/2020,No,Early Career
2314,38,Female,Medium,4-8 Lakh,Unemployed,Tier 3,11/26/2022,Yes,Mid Career
2315,35,Female,Medium,4-8 Lakh,Business,Tier 1,3/27/2025,No,Mid Career
2316,20,Male,Low,2-4 Lakh,Student,Tier 1,2/14/2022,No,Student
2317,59,Male,High,8+ Lakh,Self-Employed,Tier 1,2/6/2024,No,Pre-Retirement
2318,56,Male,Medium,4-8 Lakh,Salaried,Tier 3,1/7/2024,No,Pre-Retirement
2319,58,Female,High,8+ Lakh,Unemployed,Tier 2,9/27/2023,No,Pre-Retirement
2320,28,Female,Low,2-4 Lakh,Salaried,Tier 1,10/25/2022,No,Early Career
2321,56,Male,Low,2-4 Lakh,Unemployed,Tier 2,6/8/2022,No,Pre-Retirement
2322,41,Female,Low,2-4 Lakh,Self-Employed,Tier 3,6/3/2023,No,Family Stage
2323,63,Male,Medium,4-8 Lakh,Self-Employed,Tier 1,4/11/2024,Yes,Pre-Retirement
2324,36,Female,Low,2-4 Lakh,Self-Employed,Tier 2,2/21/2023,No,Mid Career
2325,21,Female,High,8+ Lakh,Self-Employed,Tier 1,2/6/2021,Yes,Student
2326,43,Male,High,8+ Lakh,Student,Tier 2,7/27/2022,No,Family Stage
2327,55,Female,Medium,4-8 Lakh,Student,Tier 2,3/21/2022,Yes,Pre-Retirement
2328,59,Female,Medium,4-8 Lakh,Unemployed,Tier 3,11/24/2022,No,Pre-Retirement
2329,49,Male,Medium,4-8 Lakh,Student,Tier 2,6/14/2023,Yes,Family Stage
2330,56,Female,Medium,4-8 Lakh,Unemployed,Tier 2,1/31/2024,No,Pre-Retirement
2331,62,Male,Low,2-4 Lakh,Student,Tier 1,5/13/2021,No,Pre-Retirement
2332,63,Female,Medium,4-8 Lakh,Student,Tier 1,5/26/2021,No,Pre-Retirement
2333,53,Male,High,8+ Lakh,Student,Tier 2,1/20/2025,No,Family Stage
2334,57,Male,Low,2-4 Lakh,Business,Tier 1,11/12/2020,No,Pre-Retirement
2335,54,Female,High,8+ Lakh,Self-Employed,Tier 1,10/29/2020,Yes,Family Stage
2336,50,Female,Low,2-4 Lakh,Business,Tier 1,1/30/2023,No,Family Stage
2337,53,Male,Low,2-4 Lakh,Student,Tier 1,5/31/2024,Yes,Family Stage
2338,20,Female,Low,2-4 Lakh,Student,Tier 1,8/28/2023,No,Student
2339,26,Female,Low,2-4 Lakh,Business,Tier 2,3/22/2020,No,Early Career
2340,25,Female,High,8+ Lakh,Unemployed,Tier 1,10/19/2021,No,Early Career
2341,50,Male,High,8+ Lakh,Self-Employed,Tier 2,7/11/2020,No,Family Stage
2342,23,Male,Medium,4-8 Lakh,Unemployed,Tier 2,8/11/2020,Yes,Early Career
2343,58,Male,High,8+ Lakh,Self-Employed,Tier 3,2/22/2020,No,Pre-Retirement
2344,56,Female,Low,2-4 Lakh,Salaried,Tier 2,10/11/2022,No,Pre-Retirement
2345,21,Female,Low,2-4 Lakh,Self-Employed,Tier 3,12/10/2020,No,Student
2346,30,Male,Medium,4-8 Lakh,Unemployed,Tier 1,1/13/2023,No,Mid Career
2347,19,Male,High,8+ Lakh,Self-Employed,Tier 2,9/13/2022,No,Student
2348,22,Female,Low,2-4 Lakh,Salaried,Tier 1,4/14/2025,No,Student
2349,61,Female,High,8+ Lakh,Salaried,Tier 2,3/18/2025,No,Pre-Retirement
2350,44,Female,Medium,4-8 Lakh,Student,Tier 1,10/2/2021,Yes,Family Stage
2351,49,Female,High,8+ Lakh,Salaried,Tier 1,7/29/2020,No,Family Stage
2352,38,Male,Low,2-4 Lakh,Business,Tier 1,5/13/2022,No,Mid Career
2353,25,Female,Medium,4-8 Lakh,Unemployed,Tier 3,2/14/2022,No,Early Career
2354,55,Female,Medium,4-8 Lakh,Business,Tier 1,7/3/2022,No,Pre-Retirement
2355,25,Male,Medium,4-8 Lakh,Business,Tier 2,7/1/2020,Yes,Early Career
2356,20,Male,Low,2-4 Lakh,Unemployed,Tier 3,7/19/2023,No,Student
2357,61,Female,High,8+ Lakh,Business,Tier 1,5/20/2021,No,Pre-Retirement
2358,20,Male,High,8+ Lakh,Business,Tier 3,6/4/2023,No,Student
2359,39,Female,Low,2-4 Lakh,Business,Tier 1,1/31/2025,No,Mid Career
2360,23,Female,Low,2-4 Lakh,Salaried,Tier 3,1/12/2020,No,Early Career
2361,19,Male,Medium,4-8 Lakh,Unemployed,Tier 3,4/2/2020,No,Student
2362,40,Male,Medium,4-8 Lakh,Unemployed,Tier 3,11/25/2020,Yes,Family Stage
2363,61,Female,Medium,4-8 Lakh,Unemployed,Tier 2,7/8/2020,No,Pre-Retirement
2364,19,Male,Low,2-4 Lakh,Business,Tier 3,6/9/2024,No,Student
2365,55,Female,Medium,4-8 Lakh,Salaried,Tier 1,5/15/2022,No,Pre-Retirement
2366,34,Female,Medium,4-8 Lakh,Unemployed,Tier 2,8/11/2022,No,Mid Career
2367,52,Female,Low,2-4 Lakh,Self-Employed,Tier 1,10/18/2022,No,Family Stage
2368,51,Male,Medium,4-8 Lakh,Unemployed,Tier 1,12/17/2024,No,Family Stage
2369,40,Female,Low,2-4 Lakh,Student,Tier 2,10/19/2020,No,Family Stage
2370,47,Female,Low,2-4 Lakh,Self-Employed,Tier 1,9/17/2020,No,Family Stage
2371,25,Female,Medium,4-8 Lakh,Unemployed,Tier 3,12/10/2021,No,Early Career
2372,39,Male,High,8+ Lakh,Business,Tier 2,5/5/2025,No,Mid Career
2373,61,Female,Low,2-4 Lakh,Unemployed,Tier 3,11/18/2020,No,Pre-Retirement
2374,53,Female,Low,2-4 Lakh,Salaried,Tier 3,1/10/2020,No,Family Stage
2375,22,Female,Low,2-4 Lakh,Salaried,Tier 3,8/22/2022,Yes,Student
2376,30,Male,Low,2-4 Lakh,Unemployed,Tier 1,3/28/2020,No,Mid Career
2377,46,Female,Medium,4-8 Lakh,Business,Tier 2,12/5/2020,No,Family Stage
2378,48,Female,Medium,4-8 Lakh,Business,Tier 1,9/3/2023,No,Family Stage
2379,64,Male,Low,2-4 Lakh,Business,Tier 1,4/21/2024,Yes,Pre-Retirement
2380,33,Male,High,8+ Lakh,Unemployed,Tier 1,5/31/2023,No,Mid Career
2381,59,Female,Low,2-4 Lakh,Unemployed,Tier 2,11/17/2021,No,Pre-Retirement
2382,47,Female,High,8+ Lakh,Student,Tier 1,7/27/2020,No,Family Stage
2383,33,Female,High,8+ Lakh,Salaried,Tier 2,12/8/2022,No,Mid Career
2384,29,Male,Medium,4-8 Lakh,Self-Employed,Tier 2,4/8/2024,No,Early Career
2385,34,Male,Low,2-4 Lakh,Self-Employed,Tier 1,2/16/2025,No,Mid Career
2386,33,Female,Medium,4-8 Lakh,Salaried,Tier 2,7/10/2022,No,Mid Career
2387,29,Male,Medium,4-8 Lakh,Student,Tier 2,6/29/2024,Yes,Early Career
2388,25,Female,High,8+ Lakh,Salaried,Tier 3,1/20/2025,No,Early Career
2389,37,Female,Medium,4-8 Lakh,Student,Tier 1,9/19/2020,Yes,Mid Career
2390,20,Male,Medium,4-8 Lakh,Student,Tier 2,5/14/2023,No,Student
2391,33,Female,High,8+ Lakh,Business,Tier 2,8/31/2024,No,Mid Career
2392,47,Male,High,8+ Lakh,Salaried,Tier 3,2/29/2024,Yes,Family Stage
2393,62,Male,Medium,4-8 Lakh,Self-Employed,Tier 2,4/5/2025,No,Pre-Retirement
2394,40,Female,High,8+ Lakh,Unemployed,Tier 2,10/31/2021,No,Family Stage
2395,45,Male,Medium,4-8 Lakh,Unemployed,Tier 1,11/11/2024,No,Family Stage
2396,57,Female,Medium,4-8 Lakh,Salaried,Tier 1,1/28/2024,No,Pre-Retirement
2397,22,Male,Medium,4-8 Lakh,Unemployed,Tier 1,7/16/2024,No,Student
2398,37,Female,Medium,4-8 Lakh,Student,Tier 2,1/20/2020,No,Mid Career
2399,57,Female,Low,2-4 Lakh,Unemployed,Tier 2,7/21/2021,Yes,Pre-Retirement
2400,61,Female,Medium,4-8 Lakh,Student,Tier 1,8/27/2022,No,Pre-Retirement
2401,18,Male,Medium,4-8 Lakh,Student,Tier 2,12/20/2024,No,Student
2402,47,Female,Low,2-4 Lakh,Self-Employed,Tier 1,2/5/2023,No,Family Stage
2403,38,Male,Low,2-4 Lakh,Unemployed,Tier 2,5/19/2020,No,Mid Career
2404,37,Male,Medium,4-8 Lakh,Self-Employed,Tier 3,1/19/2023,No,Mid Career
2405,23,Male,Medium,4-8 Lakh,Unemployed,Tier 3,9/27/2020,No,Early Career
2406,39,Male,Low,2-4 Lakh,Student,Tier 1,9/14/2023,No,Mid Career
