customer_id,age,gender,income_bracket,income_range,occupation,city_tier,join_date,churn_flag,age_group,debit_amount,salary_amount,transaction_count,savings_ratio,spend_segment
607,63,Female,High,8+ Lakh,Self-Employed,Tier 1,1/8/2023,No,Pre-Retirement,11759.830000000002,6210.1900000000005,12.0,0.5280850148343981,Low
608,30,Female,Low,2-4 Lakh,Salaried,Tier 1,2/10/2024,No,Mid Career,40749.72,0.0,13.0,0.0,Medium
609,57,Male,Low,2-4 Lakh,Student,Tier 1,4/20/2020,No,Pre-Retirement,25069.989999999998,0.0,10.0,0.0,Medium
610,59,Male,Low,2-4 Lakh,Student,Tier 3,2/19/2024,No,Pre-Retirement,14284.24,0.0,13.0,0.0,Low
611,26,Male,Medium,4-8 Lakh,Unemployed,Tier 2,4/28/2025,No,Early Career,16003.69,3915.98,9.0,0.24469231783419948,Low
612,44,Male,Low,2-4 Lakh,Student,Tier 3,3/28/2021,No,Family Stage,17091.42,0.0,7.0,0.0,Low
613,19,Male,Medium,4-8 Lakh,Unemployed,Tier 2,2/16/2021,No,Student,25938.030000000002,0.0,14.0,0.0,Medium
614,22,Male,Low,2-4 Lakh,Business,Tier 3,8/26/2021,No,Student,17202.93,1660.77,13.0,0.09653994988063079,Low
615,46,Male,Medium,4-8 Lakh,Unemployed,Tier 1,8/17/2022,No,Family Stage,8431.82,157.22,8.0,0.018646033715140977,Low
616,54,Male,High,8+ Lakh,Unemployed,Tier 1,5/26/2025,No,Family Stage,9349.71,0.0,7.0,0.0,Low
617,55,Female,Low,2-4 Lakh,Student,Tier 3,7/4/2020,No,Pre-Retirement,11438.15,0.0,5.0,0.0,Low
618,36,Male,Medium,4-8 Lakh,Self-Employed,Tier 2,4/25/2024,No,Mid Career,18229.23,0.0,9.0,0.0,Low
619,25,Male,Medium,4-8 Lakh,Business,Tier 2,1/15/2023,No,Early Career,9547.37,0.0,7.0,0.0,Low
620,62,Male,Medium,4-8 Lakh,Salaried,Tier 1,6/1/2023,Yes,Pre-Retirement,32698.440000000002,0.0,19.0,0.0,Medium
621,18,Male,Medium,4-8 Lakh,Unemployed,Tier 1,2/20/2020,Yes,Student,19155.63,0.0,15.0,0.0,Low
622,39,Female,Medium,4-8 Lakh,Unemployed,Tier 2,2/23/2023,No,Mid Career,7132.4800000000005,352.56,8.0,0.04943021221230203,Low
623,34,Male,Medium,4-8 Lakh,Unemployed,Tier 2,3/15/2023,Yes,Mid Career,9368.7,458.79,8.0,0.048970508181497965,Low
624,24,Female,Medium,4-8 Lakh,Self-Employed,Tier 2,11/30/2022,No,Early Career,17585.76,5880.07,13.0,0.3343654183839652,Low
625,42,Female,Low,2-4 Lakh,Salaried,Tier 2,12/20/2020,Yes,Family Stage,21060.59,0.0,10.0,0.0,Medium
626,62,Female,Low,2-4 Lakh,Student,Tier 2,1/8/2024,No,Pre-Retirement,17662.84,0.0,9.0,0.0,Low
627,21,Male,Medium,4-8 Lakh,Business,Tier 1,12/28/2020,No,Student,17824.05,0.0,11.0,0.0,Low
628,53,Male,High,8+ Lakh,Self-Employed,Tier 2,6/19/2021,No,Family Stage,13543.34,0.0,9.0,0.0,Low
629,23,Male,High,8+ Lakh,Salaried,Tier 2,1/12/2025,Yes,Early Career,12114.02,0.0,12.0,0.0,Low
630,48,Female,High,8+ Lakh,Business,Tier 1,7/31/2023,No,Family Stage,17730.89,0.0,7.0,0.0,Low
631,36,Female,Medium,4-8 Lakh,Student,Tier 1,2/5/2020,No,Mid Career,15355.45,549.02,10.0,0.035754080798674086,Low
632,61,Female,Medium,4-8 Lakh,Business,Tier 1,10/3/2020,No,Pre-Retirement,23298.32,0.0,14.0,0.0,Medium
633,56,Female,Medium,4-8 Lakh,Unemployed,Tier 3,9/15/2024,Yes,Pre-Retirement,13673.84,0.0,5.0,0.0,Low
634,44,Male,Medium,4-8 Lakh,Unemployed,Tier 2,9/10/2023,Yes,Family Stage,22886.54,0.0,16.0,0.0,Medium
635,27,Male,Medium,4-8 Lakh,Self-Employed,Tier 2,8/16/2024,No,Early Career,6354.57,2169.8,6.0,0.3414550473124067,Low
636,43,Male,Low,2-4 Lakh,Business,Tier 2,10/6/2022,No,Family Stage,3493.04,0.0,7.0,0.0,Low
637,36,Female,Low,2-4 Lakh,Unemployed,Tier 3,6/30/2020,No,Mid Career,24581.79,0.0,14.0,0.0,Medium
638,56,Female,Medium,4-8 Lakh,Self-Employed,Tier 2,4/15/2021,No,Pre-Retirement,15550.54,3679.71,9.0,0.23662908169105382,Low
639,20,Male,Medium,4-8 Lakh,Self-Employed,Tier 1,1/9/2025,No,Student,27824.870000000003,0.0,13.0,0.0,Medium
640,62,Male,Low,2-4 Lakh,Self-Employed,Tier 2,2/20/2021,No,Pre-Retirement,2931.46,550.7,3.0,0.1878586097030149,Low
641,30,Female,Low,2-4 Lakh,Student,Tier 3,8/16/2024,No,Mid Career,3760.3700000000003,0.0,5.0,0.0,Low
642,45,Male,High,8+ Lakh,Unemployed,Tier 2,6/7/2022,No,Family Stage,13811.94,8406.95,12.0,0.608672641207535,Low
643,37,Male,Medium,4-8 Lakh,Unemployed,Tier 1,3/19/2023,No,Mid Career,32420.28,0.0,14.0,0.0,Medium
644,45,Female,Medium,4-8 Lakh,Salaried,Tier 3,2/7/2021,No,Family Stage,34554.07,1517.72,16.0,0.04392304582354553,Medium
645,25,Female,Medium,4-8 Lakh,Student,Tier 3,5/28/2021,Yes,Early Career,20343.600000000002,4175.05,10.0,0.20522670520458522,Medium
646,58,Female,Medium,4-8 Lakh,Unemployed,Tier 3,1/6/2025,No,Pre-Retirement,33905.68,0.0,11.0,0.0,Medium
647,56,Male,Low,2-4 Lakh,Unemployed,Tier 1,7/19/2021,No,Pre-Retirement,13669.220000000001,0.0,13.0,0.0,Low
648,18,Female,Medium,4-8 Lakh,Salaried,Tier 1,3/16/2021,No,Student,13705.64,0.0,9.0,0.0,Low
649,20,Male,Medium,4-8 Lakh,Business,Tier 2,4/21/2025,Yes,Student,16867.79,2897.44,11.0,0.17177353998360187,Low
650,30,Male,Low,2-4 Lakh,Business,Tier 3,4/8/2025,Yes,Mid Career,8615.23,0.0,11.0,0.0,Low
651,45,Female,Low,2-4 Lakh,Student,Tier 2,6/23/2023,Yes,Family Stage,11610.67,1098.35,9.0,0.09459833067342366,Low
652,42,Male,Low,2-4 Lakh,Self-Employed,Tier 3,9/18/2022,No,Family Stage,14824.59,0.0,9.0,0.0,Low
653,50,Female,Medium,4-8 Lakh,Salaried,Tier 3,12/5/2022,No,Family Stage,20004.21,575.74,13.0,0.02878094161179072,Medium
654,55,Female,Low,2-4 Lakh,Salaried,Tier 3,3/15/2020,No,Pre-Retirement,13324.86,0.0,7.0,0.0,Low
655,23,Male,Medium,4-8 Lakh,Unemployed,Tier 1,3/18/2023,No,Early Career,61290.759999999995,2892.57,19.0,0.04719422634015307,High
656,61,Male,Medium,4-8 Lakh,Unemployed,Tier 1,2/9/2021,No,Pre-Retirement,16352.07,0.0,10.0,0.0,Low
657,62,Female,High,8+ Lakh,Salaried,Tier 1,1/3/2020,Yes,Pre-Retirement,15720.0,0.0,12.0,0.0,Low
658,49,Female,Medium,4-8 Lakh,Self-Employed,Tier 1,10/29/2022,No,Family Stage,11272.34,0.0,7.0,0.0,Low
659,62,Female,Low,2-4 Lakh,Business,Tier 1,5/28/2021,No,Pre-Retirement,11085.22,0.0,7.0,0.0,Low
660,64,Female,Medium,4-8 Lakh,Student,Tier 3,6/15/2023,No,Pre-Retirement,15454.28,0.0,9.0,0.0,Low
661,38,Female,Medium,4-8 Lakh,Business,Tier 1,6/23/2021,No,Mid Career,10072.070000000002,0.0,7.0,0.0,Low
662,33,Female,Low,2-4 Lakh,Student,Tier 2,10/16/2020,No,Mid Career,28847.05,1327.03,14.0,0.04600227752924476,Medium
663,38,Male,Medium,4-8 Lakh,Self-Employed,Tier 3,6/29/2020,No,Mid Career,9208.26,2585.54,9.0,0.28078486054911567,Low
664,28,Male,High,8+ Lakh,Salaried,Tier 1,8/31/2023,No,Early Career,10710.0,3641.4,11.0,0.34,Low
665,54,Male,Low,2-4 Lakh,Self-Employed,Tier 1,9/22/2020,No,Family Stage,17640.11,524.89,17.0,0.029755483384173907,Low
666,53,Male,Medium,4-8 Lakh,Salaried,Tier 1,3/23/2020,No,Family Stage,9496.81,0.0,11.0,0.0,Low
667,52,Female,High,8+ Lakh,Unemployed,Tier 1,2/27/2025,No,Family Stage,16294.86,0.0,14.0,0.0,Low
668,36,Male,Medium,4-8 Lakh,Student,Tier 2,11/23/2024,No,Mid Career,15062.42,1040.14,13.0,0.06905530452609873,Low
669,37,Male,Medium,4-8 Lakh,Unemployed,Tier 2,9/14/2020,No,Mid Career,25607.56,0.0,11.0,0.0,Medium
670,35,Female,Low,2-4 Lakh,Salaried,Tier 2,5/2/2024,No,Mid Career,8411.0,47.83,8.0,0.005686600879800261,Low
671,64,Male,Low,2-4 Lakh,Student,Tier 1,7/27/2024,No,Pre-Retirement,10345.64,1156.9,7.0,0.1118248846857227,Low
672,58,Female,Medium,4-8 Lakh,Student,Tier 2,1/9/2025,No,Pre-Retirement,12537.66,921.35,13.0,0.07348659957280705,Low
673,31,Female,Medium,4-8 Lakh,Unemployed,Tier 2,8/7/2022,No,Mid Career,23779.34,1329.22,12.0,0.05589810314331685,Medium
674,32,Female,High,8+ Lakh,Student,Tier 1,7/17/2020,No,Mid Career,8025.03,0.0,11.0,0.0,Low
675,48,Female,Low,2-4 Lakh,Salaried,Tier 1,8/8/2023,No,Family Stage,13028.88,85.34,10.0,0.006550064165146967,Low
676,18,Female,Medium,4-8 Lakh,Salaried,Tier 3,10/9/2021,No,Student,36233.51,0.0,17.0,0.0,Medium
677,20,Male,Low,2-4 Lakh,Unemployed,Tier 1,1/11/2023,No,Student,14856.11,1353.67,10.0,0.09111873835075265,Low
678,33,Male,Low,2-4 Lakh,Self-Employed,Tier 3,9/22/2020,No,Mid Career,21549.93,0.0,11.0,0.0,Medium
679,40,Male,Medium,4-8 Lakh,Salaried,Tier 1,12/11/2023,No,Family Stage,21875.66,0.0,8.0,0.0,Medium
680,28,Female,Low,2-4 Lakh,Salaried,Tier 1,9/23/2022,No,Early Career,14013.97,0.0,10.0,0.0,Low
681,29,Male,Low,2-4 Lakh,Student,Tier 2,5/19/2022,Yes,Early Career,24279.48,0.0,14.0,0.0,Medium
682,27,Male,Low,2-4 Lakh,Student,Tier 3,12/31/2021,No,Early Career,23563.2,7497.38,14.0,0.31818174101989544,Medium
683,49,Male,Low,2-4 Lakh,Salaried,Tier 3,5/10/2022,No,Family Stage,11952.51,7.55,11.0,0.0006316664867881307,Low
684,33,Male,High,8+ Lakh,Unemployed,Tier 1,1/19/2020,No,Mid Career,7525.530000000001,0.0,7.0,0.0,Low
685,25,Female,Medium,4-8 Lakh,Self-Employed,Tier 3,4/2/2024,No,Early Career,2623.04,4624.05,6.0,1.7628591252897403,Low
686,55,Male,Low,2-4 Lakh,Student,Tier 2,1/5/2021,No,Pre-Retirement,14698.52,0.0,11.0,0.0,Low
687,29,Female,High,8+ Lakh,Student,Tier 1,9/10/2024,No,Early Career,6102.1900000000005,1440.79,12.0,0.23611031449364897,Low
688,41,Female,Medium,4-8 Lakh,Self-Employed,Tier 1,11/12/2022,Yes,Family Stage,9501.58,0.0,7.0,0.0,Low
689,45,Male,High,8+ Lakh,Student,Tier 2,11/9/2023,No,Family Stage,33071.63,2788.49,17.0,0.08431667867595277,Medium
690,25,Female,Low,2-4 Lakh,Unemployed,Tier 2,1/24/2025,Yes,Early Career,22593.72,1713.84,9.0,0.0758547065290709,Medium
691,45,Female,Medium,4-8 Lakh,Student,Tier 1,11/14/2024,Yes,Family Stage,7551.38,0.0,6.0,0.0,Low
692,53,Female,High,8+ Lakh,Student,Tier 3,9/10/2021,No,Family Stage,14768.1,0.0,11.0,0.0,Low
693,43,Female,Low,2-4 Lakh,Salaried,Tier 2,10/4/2021,No,Family Stage,18865.559999999998,3069.55,11.0,0.1627065403836409,Low
694,25,Female,High,8+ Lakh,Unemployed,Tier 3,3/25/2024,Yes,Early Career,13732.91,909.36,8.0,0.06621757515340886,Low
695,45,Female,High,8+ Lakh,Unemployed,Tier 2,1/13/2021,No,Family Stage,21433.4,0.0,8.0,0.0,Medium
696,45,Female,High,8+ Lakh,Salaried,Tier 2,9/30/2024,No,Family Stage,46657.93,1166.95,15.0,0.02501075379897908,Medium
697,54,Male,Low,2-4 Lakh,Business,Tier 1,3/27/2022,No,Family Stage,17017.34,6030.47,15.0,0.35437206990046627,Low
698,58,Male,Low,2-4 Lakh,Self-Employed,Tier 2,4/3/2022,No,Pre-Retirement,11191.7,0.0,8.0,0.0,Low
699,53,Female,Low,2-4 Lakh,Unemployed,Tier 3,3/30/2020,No,Family Stage,15538.64,0.0,6.0,0.0,Low
700,44,Female,High,8+ Lakh,Business,Tier 2,5/23/2020,No,Family Stage,22469.68,0.0,6.0,0.0,Medium
701,34,Male,Low,2-4 Lakh,Self-Employed,Tier 1,1/4/2025,No,Mid Career,16313.45,972.29,9.0,0.05960051368655925,Low
702,26,Male,Medium,4-8 Lakh,Unemployed,Tier 1,9/12/2021,Yes,Early Career,7560.06,299.65,8.0,0.039635928815379765,Low
703,50,Male,Medium,4-8 Lakh,Student,Tier 3,5/13/2022,No,Family Stage,13380.78,1572.45,15.0,0.11751557084116172,Low
704,37,Male,Low,2-4 Lakh,Unemployed,Tier 1,7/22/2020,No,Mid Career,13945.130000000001,0.0,11.0,0.0,Low
705,30,Female,Low,2-4 Lakh,Self-Employed,Tier 3,4/28/2024,Yes,Mid Career,5644.88,0.0,8.0,0.0,Low
706,45,Female,Medium,4-8 Lakh,Business,Tier 2,3/23/2024,No,Family Stage,24164.86,0.0,11.0,0.0,Medium
707,46,Male,High,8+ Lakh,Student,Tier 2,11/16/2023,Yes,Family Stage,10972.41,0.0,8.0,0.0,Low
708,30,Male,Low,2-4 Lakh,Self-Employed,Tier 2,8/17/2023,No,Mid Career,13053.970000000001,0.0,7.0,0.0,Low
709,63,Male,High,8+ Lakh,Self-Employed,Tier 1,4/14/2025,No,Pre-Retirement,7859.639999999999,346.13,7.0,0.044038912723737986,Low
710,52,Male,Medium,4-8 Lakh,Unemployed,Tier 2,3/8/2024,No,Family Stage,13262.19,1189.77,11.0,0.08971142775062037,Low
711,23,Female,Medium,4-8 Lakh,Salaried,Tier 1,5/14/2022,No,Early Career,22801.82,0.0,10.0,0.0,Medium
712,35,Male,Medium,4-8 Lakh,Salaried,Tier 2,6/1/2020,No,Mid Career,26299.81,0.0,9.0,0.0,Medium
713,22,Male,Low,2-4 Lakh,Student,Tier 1,6/12/2021,No,Student,21233.01,0.0,11.0,0.0,Medium
714,64,Male,Medium,4-8 Lakh,Self-Employed,Tier 1,12/4/2020,Yes,Pre-Retirement,6817.09,0.0,4.0,0.0,Low
715,42,Female,Medium,4-8 Lakh,Business,Tier 3,1/18/2022,No,Family Stage,21439.04,3066.8,11.0,0.14304744988581578,Medium
716,19,Female,Low,2-4 Lakh,Student,Tier 2,3/15/2024,Yes,Student,24765.600000000002,0.0,10.0,0.0,Medium
717,27,Female,Medium,4-8 Lakh,Student,Tier 1,5/28/2025,No,Early Career,21705.48,0.0,14.0,0.0,Medium
718,47,Male,Low,2-4 Lakh,Unemployed,Tier 2,9/20/2023,Yes,Family Stage,22416.66,4732.64,14.0,0.2111215497759256,Medium
719,62,Male,Medium,4-8 Lakh,Business,Tier 2,3/12/2024,No,Pre-Retirement,15897.81,0.0,10.0,0.0,Low
720,22,Male,Medium,4-8 Lakh,Self-Employed,Tier 2,12/15/2022,No,Student,22487.48,0.0,11.0,0.0,Medium
721,50,Female,Medium,4-8 Lakh,Self-Employed,Tier 3,7/9/2021,No,Family Stage,19047.920000000002,0.0,10.0,0.0,Low
722,18,Female,Low,2-4 Lakh,Self-Employed,Tier 2,1/18/2025,No,Student,5531.2,0.0,8.0,0.0,Low
723,35,Male,High,8+ Lakh,Student,Tier 1,1/22/2022,No,Mid Career,32014.460000000003,3441.7400000000002,15.0,0.10750579581851451,Medium
724,49,Male,Low,2-4 Lakh,Unemployed,Tier 2,7/19/2022,No,Family Stage,20560.74,0.0,13.0,0.0,Medium
725,64,Female,Medium,4-8 Lakh,Student,Tier 1,7/4/2021,No,Pre-Retirement,28439.66,4587.45,16.0,0.16130467101224136,Medium
726,28,Male,Medium,4-8 Lakh,Salaried,Tier 1,2/27/2023,No,Early Career,20471.85,253.89,11.0,0.012401907985843976,Medium
727,38,Male,Medium,4-8 Lakh,Salaried,Tier 3,4/7/2020,No,Mid Career,34532.29,4549.96,16.0,0.13175957922280856,Medium
728,43,Male,Low,2-4 Lakh,Self-Employed,Tier 2,3/3/2022,No,Family Stage,31847.93,0.0,11.0,0.0,Medium
729,42,Female,Medium,4-8 Lakh,Unemployed,Tier 3,2/25/2021,Yes,Family Stage,5544.09,0.0,6.0,0.0,Low
730,39,Male,Low,2-4 Lakh,Self-Employed,Tier 1,6/10/2025,No,Mid Career,1558.05,10.32,3.0,0.006623664195629152,Low
731,44,Male,Medium,4-8 Lakh,Self-Employed,Tier 1,3/20/2020,No,Family Stage,20967.39,0.0,11.0,0.0,Medium
732,30,Male,Medium,4-8 Lakh,Student,Tier 1,10/14/2020,No,Mid Career,24798.39,1402.77,12.0,0.0565669787433781,Medium
733,50,Male,Medium,4-8 Lakh,Self-Employed,Tier 1,4/26/2022,No,Family Stage,27111.33,47.8,11.0,0.001763100519229414,Medium
734,51,Female,Medium,4-8 Lakh,Self-Employed,Tier 2,11/4/2024,No,Family Stage,19380.94,0.0,9.0,0.0,Low
735,58,Female,High,8+ Lakh,Unemployed,Tier 2,2/12/2025,Yes,Pre-Retirement,30080.4,7264.64,17.0,0.24150742676294198,Medium
736,52,Female,Low,2-4 Lakh,Unemployed,Tier 2,6/17/2020,No,Family Stage,27643.94,0.0,11.0,0.0,Medium
737,18,Male,High,8+ Lakh,Unemployed,Tier 2,1/7/2023,No,Student,6054.74,0.0,5.0,0.0,Low
738,38,Female,Low,2-4 Lakh,Self-Employed,Tier 2,3/11/2020,No,Mid Career,29016.93,0.0,11.0,0.0,Medium
739,23,Male,Medium,4-8 Lakh,Unemployed,Tier 3,9/19/2020,No,Early Career,10295.83,0.0,11.0,0.0,Low
740,45,Female,Medium,4-8 Lakh,Unemployed,Tier 2,12/12/2021,Yes,Family Stage,33532.06,325.37,10.0,0.009703251157250703,Medium
741,34,Male,Medium,4-8 Lakh,Business,Tier 3,12/23/2021,No,Mid Career,21188.6,0.0,7.0,0.0,Medium
742,22,Female,Low,2-4 Lakh,Business,Tier 2,6/13/2021,No,Student,21934.19,0.0,10.0,0.0,Medium
743,48,Female,Medium,4-8 Lakh,Salaried,Tier 2,2/23/2022,No,Family Stage,1224.57,0.0,5.0,0.0,Low
744,22,Female,Low,2-4 Lakh,Student,Tier 3,7/28/2020,No,Student,11735.59,0.0,6.0,0.0,Low
745,55,Male,Low,2-4 Lakh,Student,Tier 1,4/26/2020,No,Pre-Retirement,25714.45,0.0,14.0,0.0,Medium
746,20,Male,Low,2-4 Lakh,Unemployed,Tier 2,9/7/2021,No,Student,10338.810000000001,3890.29,9.0,0.37628024888744444,Low
747,40,Male,Medium,4-8 Lakh,Salaried,Tier 3,1/5/2023,Yes,Family Stage,19647.74,0.0,13.0,0.0,Low
748,54,Female,Low,2-4 Lakh,Salaried,Tier 2,11/10/2020,No,Family Stage,27348.39,0.0,13.0,0.0,Medium
749,54,Male,Low,2-4 Lakh,Business,Tier 3,1/11/2020,No,Family Stage,12850.07,10376.800000000001,14.0,0.8075286749410705,Low
750,27,Male,Low,2-4 Lakh,Salaried,Tier 1,3/31/2025,No,Early Career,8782.61,0.0,8.0,0.0,Low
751,27,Male,Low,2-4 Lakh,Self-Employed,Tier 2,12/10/2022,No,Early Career,16340.09,2704.34,10.0,0.16550337238044588,Low
752,36,Male,High,8+ Lakh,Unemployed,Tier 3,10/27/2022,No,Mid Career,21867.55,0.0,12.0,0.0,Medium
753,34,Male,High,8+ Lakh,Self-Employed,Tier 2,4/30/2025,Yes,Mid Career,4727.63,999.27,11.0,0.21136806391363114,Low
754,38,Male,Low,2-4 Lakh,Student,Tier 2,8/12/2022,Yes,Mid Career,11941.33,0.0,13.0,0.0,Low
755,31,Female,Medium,4-8 Lakh,Business,Tier 1,4/21/2024,No,Mid Career,18734.23,0.0,7.0,0.0,Low
756,26,Female,Medium,4-8 Lakh,Self-Employed,Tier 1,9/17/2020,No,Early Career,27696.86,15211.900000000001,12.0,0.5492283240771698,Medium
757,63,Male,Medium,4-8 Lakh,Unemployed,Tier 2,5/16/2024,No,Pre-Retirement,16483.010000000002,0.0,11.0,0.0,Low
758,18,Female,Medium,4-8 Lakh,Self-Employed,Tier 3,3/15/2024,Yes,Student,11513.21,0.0,7.0,0.0,Low
759,62,Female,Low,2-4 Lakh,Self-Employed,Tier 3,7/18/2020,No,Pre-Retirement,7691.63,2763.62,11.0,0.35930225452862397,Low
760,30,Male,Medium,4-8 Lakh,Salaried,Tier 2,11/25/2020,Yes,Mid Career,14588.93,0.0,9.0,0.0,Low
761,21,Male,Low,2-4 Lakh,Business,Tier 3,3/30/2020,No,Student,18644.21,0.0,9.0,0.0,Low
762,18,Female,Low,2-4 Lakh,Student,Tier 2,8/13/2021,No,Student,17991.05,1697.81,12.0,0.09436970048996585,Low
763,57,Male,Medium,4-8 Lakh,Unemployed,Tier 2,2/24/2020,Yes,Pre-Retirement,11920.41,0.0,11.0,0.0,Low
764,49,Female,Medium,4-8 Lakh,Unemployed,Tier 3,4/19/2025,No,Family Stage,19541.23,0.0,11.0,0.0,Low
765,51,Female,Low,2-4 Lakh,Student,Tier 2,5/29/2023,No,Family Stage,16559.07,0.0,10.0,0.0,Low
766,45,Female,Medium,4-8 Lakh,Unemployed,Tier 2,4/1/2020,No,Family Stage,10681.67,5242.85,14.0,0.4908268089165833,Low
767,48,Male,Medium,4-8 Lakh,Salaried,Tier 1,5/28/2024,No,Family Stage,21135.26,0.0,12.0,0.0,Medium
768,25,Female,High,8+ Lakh,Self-Employed,Tier 3,2/25/2020,No,Early Career,28793.95,218.34,10.0,0.00758284292360027,Medium
769,56,Male,Medium,4-8 Lakh,Salaried,Tier 1,11/2/2024,No,Pre-Retirement,14805.73,0.0,11.0,0.0,Low
770,43,Male,Medium,4-8 Lakh,Salaried,Tier 1,4/17/2023,No,Family Stage,23719.74,0.0,12.0,0.0,Medium
771,51,Male,Medium,4-8 Lakh,Salaried,Tier 2,6/10/2025,No,Family Stage,16561.71,750.64,12.0,0.04532382223816261,Low
772,20,Male,Low,2-4 Lakh,Student,Tier 3,5/19/2025,Yes,Student,23040.6,1116.33,14.0,0.048450561183302515,Medium
773,29,Male,Low,2-4 Lakh,Business,Tier 3,3/1/2020,No,Early Career,5829.89,0.0,9.0,0.0,Low
774,18,Female,Low,2-4 Lakh,Student,Tier 1,3/10/2025,No,Student,22560.54,0.0,10.0,0.0,Medium
775,61,Male,Medium,4-8 Lakh,Student,Tier 2,4/26/2020,Yes,Pre-Retirement,10482.18,0.0,7.0,0.0,Low
776,22,Male,Medium,4-8 Lakh,Salaried,Tier 3,8/12/2021,No,Student,14137.92,6319.13,7.0,0.44696320250786536,Low
777,47,Male,High,8+ Lakh,Business,Tier 2,8/23/2020,No,Family Stage,19453.12,0.0,13.0,0.0,Low
778,47,Male,Medium,4-8 Lakh,Student,Tier 2,2/2/2020,Yes,Family Stage,9687.02,0.0,11.0,0.0,Low
779,34,Male,Low,2-4 Lakh,Business,Tier 2,5/9/2024,No,Mid Career,17708.97,2326.0,15.0,0.13134586596510128,Low
780,64,Female,Low,2-4 Lakh,Salaried,Tier 1,6/20/2023,No,Pre-Retirement,9844.71,4950.05,9.0,0.5028131859648481,Low
781,40,Male,Low,2-4 Lakh,Student,Tier 3,2/24/2022,Yes,Family Stage,19072.75,6731.78,8.0,0.3529527729352086,Low
782,32,Male,Medium,4-8 Lakh,Business,Tier 3,4/15/2025,No,Mid Career,31883.9,3228.37,8.0,0.10125392439444358,Medium
783,54,Female,Medium,4-8 Lakh,Unemployed,Tier 2,1/2/2023,No,Family Stage,25460.98,5150.030000000001,12.0,0.2022714758033666,Medium
784,38,Male,High,8+ Lakh,Student,Tier 2,1/21/2020,Yes,Mid Career,21650.16,0.0,19.0,0.0,Medium
785,31,Female,Medium,4-8 Lakh,Student,Tier 3,3/3/2025,No,Mid Career,11666.63,0.0,8.0,0.0,Low
786,19,Female,High,8+ Lakh,Student,Tier 1,6/20/2025,No,Student,12680.65,0.0,5.0,0.0,Low
787,28,Female,Medium,4-8 Lakh,Business,Tier 1,10/2/2024,No,Early Career,16153.3,5611.12,14.0,0.34736679192486986,Low
788,56,Female,High,8+ Lakh,Self-Employed,Tier 1,3/23/2023,No,Pre-Retirement,10100.02,191.4,10.0,0.018950457523846487,Low
789,55,Male,Medium,4-8 Lakh,Student,Tier 2,7/1/2023,No,Pre-Retirement,21285.28,0.0,9.0,0.0,Medium
790,51,Male,Medium,4-8 Lakh,Unemployed,Tier 3,5/15/2023,Yes,Family Stage,20284.670000000002,0.0,6.0,0.0,Medium
791,55,Female,Medium,4-8 Lakh,Unemployed,Tier 2,3/18/2023,No,Pre-Retirement,18336.18,0.0,8.0,0.0,Low
792,51,Female,Medium,4-8 Lakh,Salaried,Tier 2,7/6/2022,Yes,Family Stage,5927.09,0.0,6.0,0.0,Low
793,35,Male,Medium,4-8 Lakh,Self-Employed,Tier 1,9/14/2024,No,Mid Career,13109.14,0.0,7.0,0.0,Low
794,47,Female,Low,2-4 Lakh,Self-Employed,Tier 1,10/28/2020,No,Family Stage,24025.75,5793.37,13.0,0.24113170244425253,Medium
795,32,Female,Low,2-4 Lakh,Business,Tier 1,10/23/2020,No,Mid Career,27457.91,2906.66,12.0,0.10585874889967954,Medium
796,44,Female,Medium,4-8 Lakh,Salaried,Tier 2,2/23/2024,No,Family Stage,2284.06,635.42,6.0,0.27819759550975015,Low
797,51,Male,Medium,4-8 Lakh,Business,Tier 3,2/11/2022,No,Family Stage,13628.0,0.0,7.0,0.0,Low
798,55,Female,Low,2-4 Lakh,Salaried,Tier 3,12/3/2022,Yes,Pre-Retirement,8121.68,9921.55,4.0,1.2216130160262408,Low
799,50,Male,Low,2-4 Lakh,Self-Employed,Tier 1,3/13/2023,No,Family Stage,7707.47,0.0,8.0,0.0,Low
800,41,Male,Low,2-4 Lakh,Business,Tier 1,6/21/2023,No,Family Stage,17597.42,0.0,10.0,0.0,Low
801,32,Male,Medium,4-8 Lakh,Salaried,Tier 3,2/22/2021,No,Mid Career,8306.43,0.0,6.0,0.0,Low
802,47,Female,Low,2-4 Lakh,Self-Employed,Tier 1,3/20/2024,No,Family Stage,10312.57,0.0,9.0,0.0,Low
803,59,Female,Low,2-4 Lakh,Self-Employed,Tier 1,3/2/2020,No,Pre-Retirement,13609.08,4071.02,7.0,0.2991399859505565,Low
804,34,Male,Low,2-4 Lakh,Student,Tier 1,5/7/2022,No,Mid Career,6045.429999999999,521.2,4.0,0.08621388387591951,Low
805,22,Male,Low,2-4 Lakh,Business,Tier 2,6/21/2021,No,Student,9931.669999999998,0.0,5.0,0.0,Low
806,46,Male,High,8+ Lakh,Student,Tier 1,9/2/2023,Yes,Family Stage,10303.259999999998,1758.26,14.0,0.1706508425488632,Low
807,21,Female,Low,2-4 Lakh,Self-Employed,Tier 1,12/29/2023,Yes,Student,31536.190000000002,1716.62,12.0,0.05443333516192031,Medium
808,27,Female,Medium,4-8 Lakh,Business,Tier 2,2/3/2025,No,Early Career,18587.54,4309.88,8.0,0.2318693059974585,Low
